1;olen aikaansaava ja aktiivinen luottamushenkilö joka pitää kuntalaisten puolia kuuntelen selvitän ja vien asioita eteenpäin hoidan koko sydämelläni kotiseutuni asioita ;edistää elinvointia kunnan tehtävä on huolehtia asukkaidensa hyvinvoinnista haluan tehdä edelleen aloitteita joissa on vahva terveyttä edistävä näkökulma haluan olla edelleen kaikkien kuntalaisten käytettävissä tiedän että kykenen vaikuttamaan asioihin oma alotteisesti sekä viemään kuntalaisten viestiä eteenpäin aina päätöksentekoon saakka tulevalla vaalikaudella meidän on panostettava ympäristönhoitoon jotta kunnassamme viihtyisi ja se houkuttelisi myös uusia asukkaita
0;olen ratkaisukeskeinen yhteistyökykyinen ja avoin henkilö teen aina päätöksiin vaadittavan taustatyön huolellisesti arvostan tasa arvoa ja vastuullisuutta yhteisten asioiden hoidossa ;päätösten pitkäjänteisyyttä helsinkiläisten aitoa kuuntelua kulttuuritarjonnan monipuolisuutta ja saatavuutta tietoisuutta jo olemassaolevasta tapahtumakirjosta koko kaupungin pitää olla turvallinen paikka asua syrjäytyneet nuoret tarvitsevat pikaisesti apua meillä ei ole varaa menettää yhtään sukupolvea kaikki ovat arvokkaita helsinki on koko suomen käyntikortti hyvä talous koulutus kulttuuri ja joukkoliikenne näiden turvaaminen ja säilyminen ovat kaikille tärkeitä
0;uuden salon aikaiset kaksi valtuustokautta ovat tuoneet hyvän perehtyneisyyden ja hyvät verkostot kaupungin asioiden hoitoon nykyinen elämäntilanne antaa hyvin aikaa yhteisten asioiden hoitoon ;yrittäjänä näen kaupungin elinvoimapolitiikan edistämisen ensisijaiseksi toinen tärkeä asia tulevaisuuden kunnassa on sivistys siinä perusasioita ovat tietysti hyvä varhaiskasvatus ja perusopetus ja muu koulutus sivistyksen sektorilla erityisesti lähinnä sydäntäni on kulttuuri ja kirjasto säilytetään kattavat kirjastopalvelut kaupungin resurssit ovat rajalliset ja vastuun kulttuuriasioista hoitaa pääasiassa kolmas sektori kaupungin tuki sellaiselle tasolle että tekijöiden työn ilo säilyy
1;olen ollut kuluvan vaalikauden yhdyskuntalautakunnan varajäsenenä ja siten perehtynyt kaupungin asioihin niiden käsittelyyn ja päätöksentekoon minulla on myös riittävä koulutus ja kokemus asioista ;haluan turvata kaupungin viheralueet ja lisätä luonnon monimuotoisuutta sanginjoen ulkometsää tulee kehittää kansallispuistotasoisena suojelualueena ja hietasaarta kaikille avoimena luonnonmukaisena viheralueena peruspalvelut täytyy turvata lähipalveluina energiankäyttöä kaupungissa tulee vähentää ja siirtyä käyttämään kestävästi tuotettua uusiutuvaa energiaa uusien turvesoiden avaamisesta tulee luopua huolehditaan varhaiskasvatuksesta koulutuksesta ja lähiliikuntapaikoista
1;olen luotettava ja tunnollinen haluan ottaa asioista perinpohjin selvää kannatan aitoa yhteistyötä yli puoluerajojen minulla on pitkä kokemus yhteisten asioiden hoitamisessa ;haluan että naantalin koulut ja päiväkodit säilyvät nykyisen kokoisina myöskään ryhmäkokoja ei tule kasvattaa kaikille lapsille on luotava mahdollisuus harrastuksiin vanhempien varallisuudesta riippumatta pyrin edistämään kaavoitusta joka mahdollistaa erityyppisten asuntojen rakentamisen myös keskustaan vuokra asuntoja jotka palvelevat ikäihmisten tarpeita lähellä palveluja
1;olen kokenut kunnallisten asioiden päättäjä ja sellainen päättäjä joka uskaltaa tuoda mielipiteensä esille uskon että minua kuunnellaan ja ehdottomasti pystyn vaikuttamaan päätöksiin ;haluan jatkaa kunnan kehittämistä järjestelmällisesti osa palveluista muualla tai rakennettu yhteistyöllä ne palvelut jotka kunnassa toteutettava laadukkaasti talous on totta kai kunnan kivijalka ei voi tehdä sellaista mihin ei ole varaa
1;olen päässyt ensimmäisellä kaudella hyvin kärryille iitin kunnan asioista tuntuu että työni valtuustossa on vielä kesken ja minulla on vielä annettavaa ;iitin kunnan kehittäminen kunnalla on mahdollisuudet pärjätä itsenäisenä kuntana kahden kaupungin välissä isoja hankkeita kuten kymi ringiä ja kimolan kanavahanketta on tuettava että saataisiin kuntaan lisää työpaikkoja sekä asukkaita iitti on profiloitunut lapsiperheystävälliseksi kunnaksi joten siitä täytyy pitää kiinni itsenäisyyden turvaamiseksi myös talouden nyörit on pidettävä tiukalla ja investointeja tehdä järkevästi
0;olen ehdokas joka puolustaa oikeudenmukaisuutta ja tasa arvoa haluan rakentaa turusta entistä paremman paikan olla ja elää yhdessä lasten ja nuorten eriarvoistumisen ehkäisy on arvovalintakysymys ;haluan puolustaa lasten ja nuorten oikeuksia jotta jokaisella säilyy mahdollisuus rakentaa parempi tulevaisuus laadukas varhaiskasvatus kouluverkosto ja terveydenhuolto ovat tärkeitä osia kaupunkilaisten arjen kannalta kaupungin tulee mahdollistaa aktiivinen kunto ja seuraliikuntatoiminta sekä kehittää ja panostaa entisestään julkiseen liikenteeseen sekä kevyen liikenteen väyliin haluan tuoda arjen asiantuntemusta julkisten palveluiden kehittämiseen
0;omaan monipuolisen koulutuksen ja elämän työkokemuksen olen toiminut aktiivisesti erilaisissa järjestöissä ja yhteisöissä nyt haluan vaikuttaa kotikuntamme päätöksentekoon ja tulevaisuuteen ;haluan ajaa orimattilan kaupungin kokonaisvaltaista kehitystä joka parantaa kuntalaisten asukastyytyväisyyttä ja takaa orimattilan kaupungin tulevaisuuden itsenäisenä kuntana myös tulevina vuosikymmeninä sote uudistuksen jälkeen kunnan toiminta keskittyy sivistystoimeen kulttuuri ja vapaa ajanpalveluiden tarjoamiseen sekä elinkeinoelämän tukemiseen tämä edellyttää uudenlaista asennetta ja näkemystä kuntapolitiikassa
1;olen aloitteellinen ja rohkea kehittäjä joka seuraa yhteiskunnallisia asioita keskeiset arvoni perustuvat kristilliseen elämänkatsomukseen ja alkuperäiskansojen viisauteen asioihin voi vaikuttaa ;ihmisten välisen eriarvoisuuden lisääntymien pitää kääntää vähenemiseksi eriarvoisuus on monimuotoista ei ainoastaan taloudellista koko maailmaan vaikuttavaa ilmastomuutosta on mahdollista hillitä kuntatason päätöksenteolla sillä on vaikutusta ihmisten asenteisiin ja arvomaailmaan kunnan talousvaikeudet eivät saa lamauttaa kehittämistyötä joista tärkein on laajakaistaverkon rakentaminen kaupunkisuunnittelussa huomiotava kylien elinvoima kierrätystalous älyliikenne ja yhteisöllisyys
0;ajamieni asioiden vuoksi jos et halua äänestää puoluetta jossa olen ehdolla valitse sellainen ehdokas joka ajaa samoja asioita toisessa puolueessa mikäli ajamani asiat ovat sinullekin tärkeitä ;lappeenrannan tulee rakentaa puukouluja mieluiten vähintään ulkoseiniltään hirrestä ja sisäilmaongelmiin pitää puuttua elinkeinopolitiikassa on huomioitava erityisesti työllistävät pk yritykset ja alueen opiskelijapotentiaali työterveystulokset otettava kannustemittariksi kunnan johtamisessa lentoliikennettä ei tule liian pitkään tukea verovaroin kaikille ilmainen ulkoliikunta ja lähiliikuntahallit asetettava etusijalle rakuunamäen miljöö ja jatkokehitys on huomioitava mm kaavoituksessa
1;teen töitä vihreämmän jyväskylän keski suomen ja koko suomen eteen niin kaupunginvaltuutettuna kuin myös kansanedustajana täydestä sydämestäni täydellä tarmolla sinnikkäästi ja sisulla siksi ;laadukas päivähoito tulee palauttaa jyväskylässä kaikkien lasten oikeudeksi lukio ja ammattikoulutuksen asema ja rahoitus tulee turvata kestäväksi ensin akuutti rahoituskriisi kuntoon jyväskylän erillisrahalla sitten koko toisen asteen koulutuksen järjestäminen kuntayhtymältä jyväskylän hoidettavaksi kuntalaisten terveyden ja hyvinvoinnin edistäminen monipuolisempien matalan kynnyksen kulttuuri ja liikuntapalveluiden kautta tarvitsemme konkreettisen hiilivapaa jyväskylä tiekartan
0;olen kiinnostunut yhteisten asioiden hoitamisesta ja minulla on pitkäaikainen järjestökokemus pohdin mielelläni asioita yhdessä ja olen valmis ilmaisemaan mielipiteeni ;lappeenrannalla on paljon perinteitä joista tulisi pitää huolta vanhana koulukaupunkina on pidettävä kiinni tasosta matkailua haluaisin edistää houkuttelemalla ihmisiä euroopasta
0;olen sovitteleva tasapuolinen kaikki huomioon ottava ja harkitseva vaihtoehto osaan etsiä ja löytää uudenlaisia ratkaisuja en ohita mielipidettä vaikka se ei heti miellyttäisi vaan huomioin sen ;varhaiskasvatus ja koulutus ovat minulle tärkeitä sisäilman puhtaus päiväkodeissa kouluissa jne löytää ratkaisut keskustojen elvyttämiseen ja palveluiden parantamiseen jotka oikeasti palauttaisivat ja parantaisivat keskusalueiden vetovoimaa kuten esim hyrylän pysäköinti tilanne liikenteen saaminen sujuvaksi ja turvalliseksi pyrkiä löytämään tuusulalaisia yhdistäviä ja hyödyttäviä ratkaisuita riippumatta asuinpaikasta kunnassa
0;olen ollut kunnallispolitiikassa viiden valtuustokauden ajan tunnen hyvin jämsän seudun talousalueen ja sen tarpeet myös maakunnallisesti ymmärrän kokonaisuuden tärkeyden kaupunkimme hyvinvointiin ;vanhusten hyvinvoinnin edistäminen lasten maksuton varhaiskasvatus ii asteen ammatillsen koulutuksen säilyminen itsenäisenä oppilaitoksena jämsässä toimipisteenä säilyminen ei riitä
1;haluan toimia inhimillisemmän yhteiskunnan puolesta yhteiskunnan jossa jokaisella on mahdollisuus osallistua sen toimintaan riippumatta sosiaalisesta statuksesta vammasta iästä tai alkuperästä ;tulen toimimaan työssäni syrjäytymisen ehkäisemiseksi työllisyyden tukemiseksi ennakkoluulojen vähentämiseksi haluan edistää erilaisten ryhmien välistä yhteistyötä tämä yhteistyö tuo kaikille hyötyjä sekä henkisiä että taloudellisia paikallisella tasolla tämä tarkoitaa yhteistyötä oman asuinalueen asioiden parantamiseksi naapurustojen elävöittämiseksi niin että entisajan kyläelämän vahvuudet näkyvät asukkaiden arjessa tulevaisuuden innovaatiot tulevat perustumaan kestävään kehitykseen
0;minulla on pitkä ja monipuolinen kokemus kunnan ja maakunnan kehittämisestä olen aktiivinen ja rohkea toimija jonka sydän sykkii sotkamon ja kainuun puolesta ;haluan lisätä kuntalaisten yritysten ja yhteisöjen sekä kuntahallinnon yhteispeliä elinvoiman ja hyvinvoinnin kasvattamiseksi haluan edistää sotkamon elinvoiman kasvua kehittämällä elinkeinoja sekä hyvinvointia parantavia kulttuuri ja liikuntapalveluja tiedän että kunnan talouden tasapainottaminen on valtuuston ensimmäinen tehtävä sen tuloksena voidaan satsata työllisyyden ja kaikenikäisten sotkamolaisten hyvinvoinnin paranemiseksi tuloksena on somempi sotkamo
1;säkylä laivan taloudellinen tilanne on saatava lopullisesti hinattua pinnalle ja saada myös puskureita tulevaan päällekkäisyyksiä on edelleen karsittava ja kaikki kivet käännettävä ;tärkeimmät tehtävät kunnan talouden tasapainottamisessa ovat yrittäjyysilmapiirin ja yrittäjyyden edistäminen sillä mikään kunta ei voi toimia taloudellisesti ilman yrityksiä veroprosenttia emme voi enää nostaa vaan verotulot ovat saatava työpaikkoja lisäämällä lisäksi jos muut tasapainottamistoimet onnistuvat on syytä säkylän korkeaa veroprosenttia laskea lähemmäs valtakunnallista keskiarvoa kipeitäkään päätöksiä en tule kaihtamaan
1;jos olet tykännyt siitä mitä olen tehnyt valtuutettuna kuluneella valtuustokaudella ja haluat että päätöksenteon kulisseja avataan suurelle yleisölle myös jatkossa niin olen oikea mies siihen ;avoimuutta ja maalaisjärjenkäyttöä päätöksenteossa sekä tavallisten lahtelaisten ihmisten asiaa lahtelainen päätöksenteko on vieraantunut ihmisten arjesta ja edesvastuuton verovarojen käyttö näkyy esimerkiksi parakkikouluina ja nuorten syrjäytymisenä lisäksi yritysten ääni jää kuulumattomiin poliittisiin suojatyöpaikkoihin pesiytyneiden päättäjien tietäessä paremmin mitä yrittäjien tulisi tehdä ja mikä on heille hyväksi
0;pyrin aina toimimaan suoraselkäisesti ja luottamuksen arvoisesti maalaisjärki on merkittävä osa minua päätökset on tehtävä tuntien vastuuta jokaisesta kuntalaisesta ketään unohtamatta ;kaupunki pitää korjata hämeenlinnassa lähipalveluita on leikattu jatkuvasti talous pitää saada tasapainoon pitää luopua kokonaan huonosti tuottavista ja kalliista yhtiöistä joita ei mihinkään tarvita kaupunkimme on jo nyt maan kalleimpia paikkoja asua aivan turhat ulkoiset palveluiden ostot pitää saada kuriin ja pois
1;ajan laajasti tamperelaisten etuja heikommassa asemassa olevista huolehtiminen palvelee kaikkia minulla on kokemusta vaikuttamisesta sekä siitä miten talous saadaan palvelemaan tamperelaisten etua ;sosiaali ja terveyspalvelut ovat vielä valtuustokauden alussa kuntien vastuulla sote palvelut pitää hoitaa mahdollisimman hyvään kuntoon ennen kuin ne siirtyvät maakunnan vastuulle tamperetta on kehitettävä ja kaupungin vetovoimasta on pidettävä huolta tämä tarkoittaa toimivia palveluita ja viihtyisää ympäristöä työllisyydenhoitoon on kiinnitettävä entistä enemmän huomiota kaupungin taloutta on hoidettava hyvin ja kaupunkilaisten parhaaksi kaupungin tuottavaa omaisuutta ei pidä myydä
1;minulla on tuore näkemys kaarinasta kaupunginvaltuutettuna toimin rehellisesti ja ehdottomasti äänestäjien puolesta olen yhteistyökykyinen yli puoluerajojen ;erityisesti lähellä sydäntäni ovat lapsiperheiden ja yritysten asiat kaarinan tulee olla tulevaisuudessakin olla paras asuinpaikka perheille ja houkuttelevin kotikunta kaikenlaisille yrityksille kaarinalla menee hyvin jos sen perheillä ja yrityksillä on asiat kunnossa
0;olen ollut yhteiskunnan asioissa aina aktiivinen toimija ajan yksittäisen ihmisen laillisia oikeuksia ja hyvinvointia tukevaa kunnallispolitiikkaa unohtamatta talouselämän perusrakenteita ;kunnassamme ihmisen oikeus koskemattomuuteen kotirauhaan terveydenhoitoon ja hyvinvointiin suomen lain säätämä omaisuuden turva yksilöille kuntalaisten yhteisen omaisuuden turva esim maankäyttö kaavoitus omaisuuden siirrot kuntaliitosten tai kunnan edut ja haitat puntariin sote uudistuksen paineessa nuorten perheiden opetuksen ja ikääntyvien ensisijaiset tarpeet tunnistettava säästö budjetissa työ ja talouselämän ratkaisujen tasapainottaminen hyvinvointia edistämään
1;olen positiivisesti ajatteleva ja yhteistyökykyinen henkilö jolle kärkölä ja sen asukkaat ovat sydämenasia olen valmis tekemään parhaani jotta kärkölä olisi meille kaikille paras paikka asua ;päätöksentekoa kunnassamme rajoittaa rahapula ja kuntalaki mutta ennen kaikkea asenne haluan olla vaikuttamassa siihen ettei uusille asioille sanota heti ei toivon että vaalien jälkeen teemme kaikki yhdessä työtä kärkölän hyväksi haluan edistää kuntamme markkinointia kaikilla mahdollisilla tavoilla koska tarvitsemme kipeästi uusia veronmaksajia kuntaamme kärkölä on mainettaan paljon parempi paikka asua lapsiperheet nuoret ja varhainen puuttuminen ovat minulle erityisen tärkeitä
